5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,1,1,1,1,2,2,2,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1,5,5,1,1,1,1,2,2,2,2,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,4,1,1,1,2,2,2,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1,2,2,2,5,5,5,5,5,5,5,5,5
5,5,5,1,1,0,0,0,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5
5,5,5,1,1,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5
5,5,5,1,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,3,5
5,5,5,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,5,5,5,5,5,5,5,5,5,5,3,5
5,5,5,1,1,0,0,0,1,4,1,1,4,4,2,2,2,1,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,3,5
5,5,5,1,1,0,0,0,1,1,1,1,1,4,2,5,2,2,1,4,4,4,4,2,2,5,5,5,5,5,5,5,5,3,3,3,3,3
5,5,5,1,1,0,0,0,1,1,1,1,1,1,2,5,5,2,1,4,4,4,1,2,2,5,5,5,5,5,3,3,3,3,5,5,3,5
5,5,5,1,1,0,0,0,1,1,1,1,4,4,2,5,5,2,1,1,4,1,1,2,2,5,5,5,5,5,3,0,0,3,5,3,5,5
5,5,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,5,5,5,5,5,3,0,0,3,3,5,5,5
5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,3,3,3,3,5,5,5,5
5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5
5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5
5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5
5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,3,3,3,3,5,5,5,5
5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,5,5,5,5,5,3,0,0,3,3,5,5,5
5,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,1,1,4,1,2,2,2,5,5,5,5,5,3,0,0,3,5,3,5,5
5,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,1,1,1,1,2,2,5,5,5,5,5,3,3,3,3,5,5,3,5
5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,2,5,5,5,5,5,5,5,5,3,3,3,3,3
5,4,4,1,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,3,5
5,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,5
